doc_id,matched_terms,fit_labels,fit_count
FI_003399,,,0
FI_003400,smart contract; blockchain; smart contracts,FIT8_Blockchain_DLT,1
FI_003401,mobile money; blockchain; smart contracts,FIT1_Mobile_Money; FIT8_Blockchain_DLT,2
FI_003402,cryptocurrencies; blockchain,FIT8_Blockchain_DLT,1
FI_003403,microfinance,FIT7_Microfinance_Models,1
FI_003404,blockchain,FIT8_Blockchain_DLT,1
FI_003405,mobile money,FIT1_Mobile_Money,1
FI_003406,mobile payment,FIT1_Mobile_Money,1
FI_003407,mobile payments; mobile payment; financial literacy; financial knowledge,FIT1_Mobile_Money; FIT6_Financial_Education,2
FI_003408,blockchain; cryptocurrency; smart contracts,FIT8_Blockchain_DLT,1
FI_003409,blockchain; cryptocurrency,FIT8_Blockchain_DLT,1
FI_003410,mobile payments; mobile payment; blockchain,FIT1_Mobile_Money; FIT8_Blockchain_DLT,2
FI_003411,micro-credit; microfinance,FIT7_Microfinance_Models,1
FI_003412,financial literacy,FIT6_Financial_Education,1
FI_003413,digital wallets; non-bank; distributed ledger; blockchain; central bank digital currency; cbdc,FIT1_Mobile_Money; FIT2_Nonbank_Distribution; FIT8_Blockchain_DLT,3
FI_003414,financial literacy,FIT6_Financial_Education,1
FI_003415,micro-credit; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003416,digital wallets; credit scoring; blockchain,FIT1_Mobile_Money; FIT3_Behavioral_Credit_Risk; FIT8_Blockchain_DLT,3
FI_003417,,,0
FI_003418,credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_003419,credit scoring; roscas; rotating savings,FIT3_Behavioral_Credit_Risk; FIT7_Microfinance_Models,2
FI_003420,branchless banking,FIT2_Nonbank_Distribution,1
FI_003421,smart contract; blockchain,FIT8_Blockchain_DLT,1
FI_003422,credit scoring; anti-money laundering; smart contract; blockchain; smart contracts,FIT3_Behavioral_Credit_Risk; FIT5_Adapted_Regulation; FIT8_Blockchain_DLT,3
FI_003423,remittances; remittance,FIT4_Workers_Remittances,1
FI_003424,alternative data,FIT3_Behavioral_Credit_Risk,1
FI_003425,,,0
FI_003426,digital wallets,FIT1_Mobile_Money,1
FI_003427,smart contract; blockchain; cryptocurrency; smart contracts,FIT8_Blockchain_DLT,1
FI_003428,blockchain,FIT8_Blockchain_DLT,1
FI_003429,alternative credit,FIT3_Behavioral_Credit_Risk,1
FI_003430,mobile money; mobile payment,FIT1_Mobile_Money,1
FI_003431,mobile payment,FIT1_Mobile_Money,1
FI_003432,smart contract; blockchain,FIT8_Blockchain_DLT,1
FI_003433,mobile payment,FIT1_Mobile_Money,1
FI_003434,credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_003435,e-kyc,FIT5_Adapted_Regulation,1
FI_003436,,,0
FI_003437,,,0
FI_003438,financial literacy,FIT6_Financial_Education,1
FI_003439,credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_003440,consumer protection; blockchain,FIT5_Adapted_Regulation; FIT8_Blockchain_DLT,2
FI_003441,financial literacy,FIT6_Financial_Education,1
FI_003442,cbdc; blockchain; central bank digital currency; central bank digital currencies,FIT8_Blockchain_DLT,1
FI_003443,credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_003444,financial literacy,FIT6_Financial_Education,1
FI_003445,mobile wallet,FIT1_Mobile_Money,1
FI_003446,financial literacy; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003447,mobile payments; mobile money; mobile payment,FIT1_Mobile_Money,1
FI_003448,distributed ledger; blockchain; smart contract; smart contracts,FIT8_Blockchain_DLT,1
FI_003449,financial capability,FIT6_Financial_Education,1
FI_003450,branchless banking,FIT2_Nonbank_Distribution,1
FI_003451,microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003452,,,0
FI_003453,digital wallet; digital wallets,FIT1_Mobile_Money,1
FI_003454,,,0
FI_003455,,,0
FI_003456,mobile money,FIT1_Mobile_Money,1
FI_003457,,,0
FI_003458,mobile wallet,FIT1_Mobile_Money,1
FI_003459,mobile payments; digital wallets,FIT1_Mobile_Money,1
FI_003460,blockchain; smart contracts,FIT8_Blockchain_DLT,1
FI_003461,smart contract; blockchain; smart contracts,FIT8_Blockchain_DLT,1
FI_003462,microfinance; blockchain,FIT7_Microfinance_Models; FIT8_Blockchain_DLT,2
FI_003463,mobile payment; money transfer; remittance; cryptocurrencies; stablecoin; blockchain; smart contract; cryptocurrency,FIT1_Mobile_Money; FIT4_Workers_Remittances; FIT8_Blockchain_DLT,3
FI_003464,,,0
FI_003465,remittances; remittance,FIT4_Workers_Remittances,1
FI_003466,money transfers; smart contract; blockchain; cryptocurrency; smart contracts,FIT4_Workers_Remittances; FIT8_Blockchain_DLT,2
FI_003467,blockchain,FIT8_Blockchain_DLT,1
FI_003468,,,0
FI_003469,financial literacy; financial capability,FIT6_Financial_Education,1
FI_003470,cross-border payments; cross-border payment; central bank digital currency; central bank digital currencies,FIT4_Workers_Remittances; FIT8_Blockchain_DLT,2
FI_003471,blockchain,FIT8_Blockchain_DLT,1
FI_003472,mobile money,FIT1_Mobile_Money,1
FI_003473,microfinance,FIT7_Microfinance_Models,1
FI_003474,credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_003475,e-wallet,FIT1_Mobile_Money,1
FI_003476,,,0
FI_003477,consumer protection,FIT5_Adapted_Regulation,1
FI_003478,blockchain; smart contracts,FIT8_Blockchain_DLT,1
FI_003479,money transfers,FIT4_Workers_Remittances,1
FI_003480,,,0
FI_003481,e-wallet,FIT1_Mobile_Money,1
FI_003482,smart contract; blockchain; smart contracts,FIT8_Blockchain_DLT,1
FI_003483,credit scoring; blockchain,FIT3_Behavioral_Credit_Risk; FIT8_Blockchain_DLT,2
FI_003484,,,0
FI_003485,branchless banking,FIT2_Nonbank_Distribution,1
FI_003486,mobile money; microcredit,FIT1_Mobile_Money; FIT7_Microfinance_Models,2
FI_003487,branchless banking; retail agents,FIT2_Nonbank_Distribution,1
FI_003488,smart contract; blockchain; smart contracts,FIT8_Blockchain_DLT,1
FI_003489,,,0
FI_003490,mobile financial service; mobile financial services; money transfers,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_003491,,,0
FI_003492,smart contract; blockchain; smart contracts,FIT8_Blockchain_DLT,1
FI_003493,blockchain,FIT8_Blockchain_DLT,1
FI_003494,,,0
FI_003495,cryptocurrencies; blockchain,FIT8_Blockchain_DLT,1
FI_003496,cryptocurrencies; blockchain,FIT8_Blockchain_DLT,1
FI_003497,stablecoins; stablecoin,FIT8_Blockchain_DLT,1
FI_003498,mobile money; credit scoring; nontraditional credit; cryptocurrencies,FIT1_Mobile_Money; FIT3_Behavioral_Credit_Risk; FIT8_Blockchain_DLT,3
FI_003499,stablecoin; blockchain; stablecoins; smart contract; distributed ledger; smart contracts,FIT8_Blockchain_DLT,1
FI_003500,credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_003501,,,0
FI_003502,mobile payment; money transfer; money transfers,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_003503,mobile money,FIT1_Mobile_Money,1
FI_003504,digital footprint,FIT3_Behavioral_Credit_Risk,1
FI_003505,mobile payments; mobile payment,FIT1_Mobile_Money,1
FI_003506,blockchain,FIT8_Blockchain_DLT,1
FI_003507,,,0
FI_003508,,,0
FI_003509,,,0
FI_003510,credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_003511,microfinance; blockchain; smart contracts,FIT7_Microfinance_Models; FIT8_Blockchain_DLT,2
FI_003512,anti-money laundering,FIT5_Adapted_Regulation,1
FI_003513,,,0
FI_003514,credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_003515,digital wallets; microcredit,FIT1_Mobile_Money; FIT7_Microfinance_Models,2
FI_003516,,,0
FI_003517,financial literacy,FIT6_Financial_Education,1
FI_003518,financial literacy,FIT6_Financial_Education,1
FI_003519,digital wallet; digital wallets,FIT1_Mobile_Money,1
FI_003520,alternative data; credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_003521,,,0
FI_003522,cbdc; central bank digital currency; central bank digital currencies,FIT8_Blockchain_DLT,1
FI_003523,distributed ledger; blockchain; cryptocurrency,FIT8_Blockchain_DLT,1
FI_003524,microfinance institution; microfinance,FIT7_Microfinance_Models,1
FI_003525,blockchain; smart contract; cryptocurrencies; cryptocurrency; smart contracts,FIT8_Blockchain_DLT,1
FI_003526,blockchain,FIT8_Blockchain_DLT,1
FI_003527,smart contract; blockchain; smart contracts,FIT8_Blockchain_DLT,1
FI_003528,,,0
FI_003529,,,0
FI_003530,mobile money; mobile wallet,FIT1_Mobile_Money,1
FI_003531,,,0
FI_003532,credit scoring; microfinance,FIT3_Behavioral_Credit_Risk; FIT7_Microfinance_Models,2
FI_003533,,,0
FI_003534,blockchain,FIT8_Blockchain_DLT,1
FI_003535,microfinance,FIT7_Microfinance_Models,1
FI_003536,,,0
FI_003537,mobile payments; mobile money,FIT1_Mobile_Money,1
FI_003538,regulatory sandbox,FIT5_Adapted_Regulation,1
FI_003539,mobile money,FIT1_Mobile_Money,1
FI_003540,financial capability,FIT6_Financial_Education,1
FI_003541,credit scoring; digital footprint,FIT3_Behavioral_Credit_Risk,1
FI_003542,credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_003543,,,0
FI_003544,,,0
FI_003545,blockchain,FIT8_Blockchain_DLT,1
FI_003546,,,0
FI_003547,mobile wallet; mobile payment; mobile wallets,FIT1_Mobile_Money,1
FI_003548,,,0
FI_003549,,,0
FI_003550,money transfer; distributed ledger; blockchain; cryptocurrency,FIT4_Workers_Remittances; FIT8_Blockchain_DLT,2
FI_003551,,,0
FI_003552,mobile money,FIT1_Mobile_Money,1
FI_003553,financial literacy; blockchain,FIT6_Financial_Education; FIT8_Blockchain_DLT,2
FI_003554,credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_003555,branchless banking; blockchain,FIT2_Nonbank_Distribution; FIT8_Blockchain_DLT,2
FI_003556,mfis; mfi; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003557,microfinance,FIT7_Microfinance_Models,1
FI_003558,e-wallet,FIT1_Mobile_Money,1
FI_003559,mobile money,FIT1_Mobile_Money,1
FI_003560,,,0
FI_003561,financial literacy,FIT6_Financial_Education,1
FI_003562,mobile money; consumer protection,FIT1_Mobile_Money; FIT5_Adapted_Regulation,2
FI_003563,,,0
FI_003564,,,0
FI_003565,non-bank,FIT2_Nonbank_Distribution,1
FI_003566,mobile money; financial education,FIT1_Mobile_Money; FIT6_Financial_Education,2
FI_003567,microfinance,FIT7_Microfinance_Models,1
FI_003568,financial literacy,FIT6_Financial_Education,1
FI_003569,,,0
FI_003570,mobile money; money transfer,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_003571,,,0
FI_003572,microfinance,FIT7_Microfinance_Models,1
FI_003573,remittances; remittance,FIT4_Workers_Remittances,1
FI_003574,,,0
FI_003575,,,0
FI_003576,,,0
FI_003577,non-bank; financial regulation,FIT2_Nonbank_Distribution; FIT5_Adapted_Regulation,2
FI_003578,non-bank,FIT2_Nonbank_Distribution,1
FI_003579,remittances,FIT4_Workers_Remittances,1
FI_003580,,,0
FI_003581,financial literacy; financial capability,FIT6_Financial_Education,1
FI_003582,,,0
FI_003583,financial literacy,FIT6_Financial_Education,1
FI_003584,financial literacy,FIT6_Financial_Education,1
FI_003585,financial literacy,FIT6_Financial_Education,1
FI_003586,,,0
FI_003587,,,0
FI_003588,mobile money,FIT1_Mobile_Money,1
FI_003589,mobile money,FIT1_Mobile_Money,1
FI_003590,,,0
FI_003591,microfinance,FIT7_Microfinance_Models,1
FI_003592,blockchain,FIT8_Blockchain_DLT,1
FI_003593,financial capability,FIT6_Financial_Education,1
FI_003594,microfinance,FIT7_Microfinance_Models,1
FI_003595,,,0
FI_003596,remittance; microfinance,FIT4_Workers_Remittances; FIT7_Microfinance_Models,2
FI_003597,microfinance,FIT7_Microfinance_Models,1
FI_003598,branchless banking; microcredit; microfinance; microfinance institutions,FIT2_Nonbank_Distribution; FIT7_Microfinance_Models,2
FI_003599,mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003600,financial literacy; microfinance,FIT6_Financial_Education; FIT7_Microfinance_Models,2
FI_003601,microcredit; microfinance,FIT7_Microfinance_Models,1
FI_003602,,,0
FI_003603,microfinance,FIT7_Microfinance_Models,1
FI_003604,,,0
FI_003605,microfinance,FIT7_Microfinance_Models,1
FI_003606,microcredit; microfinance,FIT7_Microfinance_Models,1
FI_003607,,,0
FI_003608,,,0
FI_003609,,,0
FI_003610,financial literacy,FIT6_Financial_Education,1
FI_003611,stablecoins; smart contracts,FIT8_Blockchain_DLT,1
FI_003612,financial capability,FIT6_Financial_Education,1
FI_003613,financial literacy; financial education,FIT6_Financial_Education,1
FI_003614,financial literacy; financial capability,FIT6_Financial_Education,1
FI_003615,mobile payments; mobile payment,FIT1_Mobile_Money,1
FI_003616,microcredit,FIT7_Microfinance_Models,1
FI_003617,microfinance,FIT7_Microfinance_Models,1
FI_003618,microfinance,FIT7_Microfinance_Models,1
FI_003619,financial literacy; financial education; microfinance; microfinance institutions,FIT6_Financial_Education; FIT7_Microfinance_Models,2
FI_003620,financial knowledge; microfinance,FIT6_Financial_Education; FIT7_Microfinance_Models,2
FI_003621,microfinance,FIT7_Microfinance_Models,1
FI_003622,mobile money,FIT1_Mobile_Money,1
FI_003623,roscas; microfinance,FIT7_Microfinance_Models,1
FI_003624,remittances; remittance; migrant remittances; mfis; microfinance,FIT4_Workers_Remittances; FIT7_Microfinance_Models,2
FI_003625,microfinance,FIT7_Microfinance_Models,1
FI_003626,roscas; microfinance,FIT7_Microfinance_Models,1
FI_003627,financial literacy; financial capabilities,FIT6_Financial_Education,1
FI_003628,microfinance,FIT7_Microfinance_Models,1
FI_003629,financial literacy; financial knowledge,FIT6_Financial_Education,1
FI_003630,mobile money,FIT1_Mobile_Money,1
FI_003631,mobile money,FIT1_Mobile_Money,1
FI_003632,m-pesa; mobile money,FIT1_Mobile_Money,1
FI_003633,microfinance,FIT7_Microfinance_Models,1
FI_003634,remittances; remittance; financial literacy,FIT4_Workers_Remittances; FIT6_Financial_Education,2
FI_003635,,,0
FI_003636,consumer protection,FIT5_Adapted_Regulation,1
FI_003637,,,0
FI_003638,,,0
FI_003639,,,0
FI_003640,financial awareness; microfinance,FIT6_Financial_Education; FIT7_Microfinance_Models,2
FI_003641,,,0
FI_003642,mobile money; agent banking,FIT1_Mobile_Money; FIT2_Nonbank_Distribution,2
FI_003643,remittances,FIT4_Workers_Remittances,1
FI_003644,microcredit; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003645,,,0
FI_003646,,,0
FI_003647,,,0
FI_003648,non-bank; nonbank; microfinance; microfinance institutions,FIT2_Nonbank_Distribution; FIT7_Microfinance_Models,2
FI_003649,,,0
FI_003650,financial capability; financial education,FIT6_Financial_Education,1
FI_003651,financial capability; financial knowledge,FIT6_Financial_Education,1
FI_003652,,,0
FI_003653,financial capability; financial knowledge,FIT6_Financial_Education,1
FI_003654,financial literacy; financial skills,FIT6_Financial_Education,1
FI_003655,financial literacy; financial capability; financial education,FIT6_Financial_Education,1
FI_003656,financial literacy; financial capability; financial education,FIT6_Financial_Education,1
FI_003657,,,0
FI_003658,financial capability; financial knowledge,FIT6_Financial_Education,1
FI_003659,financial capability; financial knowledge,FIT6_Financial_Education,1
FI_003660,financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003661,financial literacy; financial capability; financial education,FIT6_Financial_Education,1
FI_003662,financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003663,digital footprints,FIT3_Behavioral_Credit_Risk,1
FI_003664,mobile money,FIT1_Mobile_Money,1
FI_003665,mobile financial services; consumer protection,FIT1_Mobile_Money; FIT5_Adapted_Regulation,2
FI_003666,financial capability; financial education,FIT6_Financial_Education,1
FI_003667,financial literacy; financial capability,FIT6_Financial_Education,1
FI_003668,financial literacy; financial capability; financial education,FIT6_Financial_Education,1
FI_003669,financial literacy; financial capability; financial education,FIT6_Financial_Education,1
FI_003670,financial capability,FIT6_Financial_Education,1
FI_003671,financial literacy; financial capability,FIT6_Financial_Education,1
FI_003672,financial literacy; financial capability,FIT6_Financial_Education,1
FI_003673,financial capability; financial knowledge,FIT6_Financial_Education,1
FI_003674,financial literacy; financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003675,financial capability; financial education,FIT6_Financial_Education,1
FI_003676,financial literacy,FIT6_Financial_Education,1
FI_003677,financial literacy; financial capability,FIT6_Financial_Education,1
FI_003678,mobile financial services; mobile money; mobile payment,FIT1_Mobile_Money,1
FI_003679,mobile money,FIT1_Mobile_Money,1
FI_003680,financial literacy; financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003681,financial literacy; financial capability; financial knowledge,FIT6_Financial_Education,1
FI_003682,financial capability; financial knowledge,FIT6_Financial_Education,1
FI_003683,financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003684,microcredit; group lending; microfinance,FIT7_Microfinance_Models,1
FI_003685,,,0
FI_003686,remittances; remittance,FIT4_Workers_Remittances,1
FI_003687,remittances; remittance; migrant remittances,FIT4_Workers_Remittances,1
FI_003688,financial education,FIT6_Financial_Education,1
FI_003689,,,0
FI_003690,,,0
FI_003691,m-pesa; mobile money; money transfer; microfinance,FIT1_Mobile_Money; FIT4_Workers_Remittances; FIT7_Microfinance_Models,3
FI_003692,remittances; remittance,FIT4_Workers_Remittances,1
FI_003693,financial literacy; financial capability; financial education,FIT6_Financial_Education,1
FI_003694,financial education,FIT6_Financial_Education,1
FI_003695,financial capability,FIT6_Financial_Education,1
FI_003696,,,0
FI_003697,,,0
FI_003698,remittances; remittance; micro-credit; microfinance,FIT4_Workers_Remittances; FIT7_Microfinance_Models,2
FI_003699,,,0
FI_003700,microfinance,FIT7_Microfinance_Models,1
FI_003701,remittances; remittance,FIT4_Workers_Remittances,1
FI_003702,,,0
FI_003703,financial capability; financial education,FIT6_Financial_Education,1
FI_003704,micro-credit; microfinance,FIT7_Microfinance_Models,1
FI_003705,microfinance,FIT7_Microfinance_Models,1
FI_003706,,,0
FI_003707,,,0
FI_003708,,,0
FI_003709,financial literacy; financial education,FIT6_Financial_Education,1
FI_003710,,,0
FI_003711,,,0
FI_003712,microfinance,FIT7_Microfinance_Models,1
FI_003713,financial education,FIT6_Financial_Education,1
FI_003714,,,0
FI_003715,,,0
FI_003716,financial capabilities; financial knowledge,FIT6_Financial_Education,1
FI_003717,,,0
FI_003718,cbdc; central bank digital currency,FIT8_Blockchain_DLT,1
FI_003719,financial education; financial capabilities; financial knowledge,FIT6_Financial_Education,1
FI_003720,financial literacy; financial capability; financial knowledge,FIT6_Financial_Education,1
FI_003721,financial literacy; financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003722,financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003723,financial literacy; financial capability; financial knowledge,FIT6_Financial_Education,1
FI_003724,,,0
FI_003725,financial capability; financial education,FIT6_Financial_Education,1
FI_003726,financial literacy; financial capability,FIT6_Financial_Education,1
FI_003727,financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003728,financial capability; financial knowledge,FIT6_Financial_Education,1
FI_003729,,,0
FI_003730,nonbank,FIT2_Nonbank_Distribution,1
FI_003731,nonbank,FIT2_Nonbank_Distribution,1
FI_003732,financial literacy; financial capabilities,FIT6_Financial_Education,1
FI_003733,financial capability; financial education,FIT6_Financial_Education,1
FI_003734,financial literacy; financial capability; financial education,FIT6_Financial_Education,1
FI_003735,financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003736,financial capability,FIT6_Financial_Education,1
FI_003737,financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003738,financial literacy; financial capability; financial education,FIT6_Financial_Education,1
FI_003739,financial literacy; financial capability; financial knowledge,FIT6_Financial_Education,1
FI_003740,financial capability; financial knowledge,FIT6_Financial_Education,1
FI_003741,financial capability; financial knowledge,FIT6_Financial_Education,1
FI_003742,financial literacy; financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003743,,,0
FI_003744,financial literacy; financial capability,FIT6_Financial_Education,1
FI_003745,financial skills; financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003746,financial capability,FIT6_Financial_Education,1
FI_003747,,,0
FI_003748,financial literacy; financial capability,FIT6_Financial_Education,1
FI_003749,consumer protection,FIT5_Adapted_Regulation,1
FI_003750,credit scoring; financial capability,FIT3_Behavioral_Credit_Risk; FIT6_Financial_Education,2
FI_003751,consumer protection; financial regulation; financial capability,FIT5_Adapted_Regulation; FIT6_Financial_Education,2
FI_003752,financial literacy; financial capability,FIT6_Financial_Education,1
FI_003753,financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003754,psychometric,FIT3_Behavioral_Credit_Risk,1
FI_003755,financial capability; financial education; financial knowledge,FIT6_Financial_Education,1
FI_003756,financial capability,FIT6_Financial_Education,1
FI_003757,,,0
FI_003758,financial literacy,FIT6_Financial_Education,1
FI_003759,money transfers,FIT4_Workers_Remittances,1
FI_003760,m-pesa; mobile money,FIT1_Mobile_Money,1
FI_003761,cbdc; central bank digital currencies,FIT8_Blockchain_DLT,1
FI_003762,blockchain,FIT8_Blockchain_DLT,1
FI_003763,microcredit; microfinance,FIT7_Microfinance_Models,1
FI_003764,microfinance,FIT7_Microfinance_Models,1
FI_003765,financial capability,FIT6_Financial_Education,1
FI_003766,financial education; financial knowledge,FIT6_Financial_Education,1
FI_003767,microcredit; microfinance,FIT7_Microfinance_Models,1
FI_003768,non-bank,FIT2_Nonbank_Distribution,1
FI_003769,microfinance,FIT7_Microfinance_Models,1
FI_003770,microfinance,FIT7_Microfinance_Models,1
FI_003771,financial literacy,FIT6_Financial_Education,1
FI_003772,cryptocurrencies; blockchain; cryptocurrency,FIT8_Blockchain_DLT,1
FI_003773,,,0
FI_003774,mobile money; remittances; remittance,FIT1_Mobile_Money; FIT4_Workers_Remittances,2
FI_003775,remittances; remittance,FIT4_Workers_Remittances,1
FI_003776,microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003777,,,0
FI_003778,,,0
FI_003779,remittances; migrant remittances,FIT4_Workers_Remittances,1
FI_003780,mobile money,FIT1_Mobile_Money,1
FI_003781,financial education,FIT6_Financial_Education,1
FI_003782,financial literacy,FIT6_Financial_Education,1
FI_003783,,,0
FI_003784,mobile money,FIT1_Mobile_Money,1
FI_003785,consumer protection,FIT5_Adapted_Regulation,1
FI_003786,mobile money,FIT1_Mobile_Money,1
FI_003787,mobile money,FIT1_Mobile_Money,1
FI_003788,mobile money,FIT1_Mobile_Money,1
FI_003789,,,0
FI_003790,mobile money,FIT1_Mobile_Money,1
FI_003791,mobile payment,FIT1_Mobile_Money,1
FI_003792,mobile money,FIT1_Mobile_Money,1
FI_003793,mobile money,FIT1_Mobile_Money,1
FI_003794,microcredit,FIT7_Microfinance_Models,1
FI_003795,mobile financial services,FIT1_Mobile_Money,1
FI_003796,microcredit,FIT7_Microfinance_Models,1
FI_003797,mobile money,FIT1_Mobile_Money,1
FI_003798,financial literacy; microfinance,FIT6_Financial_Education; FIT7_Microfinance_Models,2
FI_003799,mobile money,FIT1_Mobile_Money,1
FI_003800,microfinance,FIT7_Microfinance_Models,1
FI_003801,,,0
FI_003802,mobile money,FIT1_Mobile_Money,1
FI_003803,prudential regulation,FIT5_Adapted_Regulation,1
FI_003804,mobile money,FIT1_Mobile_Money,1
FI_003805,,,0
FI_003806,financial education,FIT6_Financial_Education,1
FI_003807,cbdc; central bank digital currencies,FIT8_Blockchain_DLT,1
FI_003808,financial literacy; financial capability,FIT6_Financial_Education,1
FI_003809,financial literacy,FIT6_Financial_Education,1
FI_003810,,,0
FI_003811,remittances; remittance; stablecoins; cryptocurrencies; blockchain; cryptocurrency,FIT4_Workers_Remittances; FIT8_Blockchain_DLT,2
FI_003812,remittances; remittance; microfinance; microfinance institutions,FIT4_Workers_Remittances; FIT7_Microfinance_Models,2
FI_003813,,,0
FI_003814,mobile money; retail agents,FIT1_Mobile_Money; FIT2_Nonbank_Distribution,2
FI_003815,financial literacy,FIT6_Financial_Education,1
FI_003816,remittances,FIT4_Workers_Remittances,1
FI_003817,,,0
FI_003818,financial education; financial knowledge,FIT6_Financial_Education,1
FI_003819,microcredit; mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003820,financial literacy; financial education,FIT6_Financial_Education,1
FI_003821,smart contract; blockchain,FIT8_Blockchain_DLT,1
FI_003822,,,0
FI_003823,,,0
FI_003824,,,0
FI_003825,m-pesa; mobile money,FIT1_Mobile_Money,1
FI_003826,financial literacy,FIT6_Financial_Education,1
FI_003827,,,0
FI_003828,,,0
FI_003829,financial literacy,FIT6_Financial_Education,1
FI_003830,mobile financial services,FIT1_Mobile_Money,1
FI_003831,microcredit; micro-credit; mfi,FIT7_Microfinance_Models,1
FI_003832,remittance,FIT4_Workers_Remittances,1
FI_003833,microcredit; microfinance,FIT7_Microfinance_Models,1
FI_003834,remittance,FIT4_Workers_Remittances,1
FI_003835,distributed ledger; distributed ledger technology; central bank digital currency,FIT8_Blockchain_DLT,1
FI_003836,non-banking; blockchain,FIT2_Nonbank_Distribution; FIT8_Blockchain_DLT,2
FI_003837,,,0
FI_003838,remittance; anti-money laundering,FIT4_Workers_Remittances; FIT5_Adapted_Regulation,2
FI_003839,,,0
FI_003840,microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003841,alternative data,FIT3_Behavioral_Credit_Risk,1
FI_003842,microcredit; mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003843,microcredit; mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003844,microcredit; mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003845,microcredit,FIT7_Microfinance_Models,1
FI_003846,,,0
FI_003847,microfinance institution; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003848,mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003849,financial regulation; financial education,FIT5_Adapted_Regulation; FIT6_Financial_Education,2
FI_003850,,,0
FI_003851,financial literacy; financial education,FIT6_Financial_Education,1
FI_003852,financial capability; financial education,FIT6_Financial_Education,1
FI_003853,,,0
FI_003854,financial literacy,FIT6_Financial_Education,1
FI_003855,,,0
FI_003856,,,0
FI_003857,,,0
FI_003858,financial literacy,FIT6_Financial_Education,1
FI_003859,,,0
FI_003860,,,0
FI_003861,mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003862,remittance,FIT4_Workers_Remittances,1
FI_003863,banking agent; remittances; financial literacy,FIT2_Nonbank_Distribution; FIT4_Workers_Remittances; FIT6_Financial_Education,3
FI_003864,cbdc; cryptocurrency; central bank digital currency; central bank digital currencies,FIT8_Blockchain_DLT,1
FI_003865,mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003866,mfis; microfinance; microfinance institutions,FIT7_Microfinance_Models,1
FI_003867,microfinance institution; microfinance; mfi,FIT7_Microfinance_Models,1
FI_003868,mobile money,FIT1_Mobile_Money,1
FI_003869,remittances; remittance,FIT4_Workers_Remittances,1
FI_003870,remittances; remittance,FIT4_Workers_Remittances,1
FI_003871,financial literacy; financial education,FIT6_Financial_Education,1
FI_003872,microfinance institution; group lending; microfinance; mfi,FIT7_Microfinance_Models,1
FI_003873,financial capability,FIT6_Financial_Education,1
FI_003874,,,0
FI_003875,remittances; remittance,FIT4_Workers_Remittances,1
FI_003876,credit scoring,FIT3_Behavioral_Credit_Risk,1
FI_003877,,,0
FI_003878,mobile money; financial literacy,FIT1_Mobile_Money; FIT6_Financial_Education,2
