source,target,weight
financial inclusions,technology adoption models,3
financial inclusions,woman,3
financial inclusions,women,4
financial inclusions,policy implications,4
financial inclusions,intention to use,6
financial inclusions,bridges,3
financial inclusions,low income countries,6
financial inclusions,digital services,4
financial inclusions,accessibility,3
financial inclusions,stablecoin,4
financial inclusions,stablecoins,3
financial inclusions,digital literacy,3
financial inclusions,cellular telephone systems,4
financial inclusions,mobile network operators,3
financial inclusions,pakistan,7
financial inclusions,wireless networks,3
financial inclusions,laundering,3
financial inclusions,complex relationships,3
financial inclusions,transparency,7
financial inclusions,distributed ledger,3
financial inclusions,distributed ledger technology,4
financial inclusions,telecommunication services,3
financial inclusions,digital platforms,6
financial inclusions,private sectors,3
financial inclusions,biometrics,3
financial inclusions,]+ catalyst,3
financial inclusions,savings,4
financial inclusions,cloud-computing,3
financial inclusions,industrial economics,4
financial inclusions,literature reviews,3
financial inclusions,disruptive technology,3
financial inclusions,mpayment,4
financial inclusions,ictd,6
financial inclusions,online systems,4
financial inclusions,middle-income countries,4
financial inclusions,digital storage,4
financial inclusions,rural community,5
financial inclusions,branchless bankings,6
financial inclusions,technology,7
financial inclusions,financial managements,4
financial inclusions,competition,4
financial inclusions,saving,4
financial inclusions,ai,4
financial inclusions,energy policy,3
financial inclusions,research trends,3
financial inclusions,consumer behavior,9
financial inclusions,mobile commerce,7
financial inclusions,smartphones,6
financial inclusions,systematic review,7
financial inclusions,financial activity,4
financial inclusions,industry 4.0,5
financial inclusions,financial risks,4
financial inclusions,quantitative approach,3
financial inclusions,peer-to-peer lending,7
financial inclusions,regulatory guidelines,3
financial inclusions,data handling,5
financial inclusions,banking industry,5
financial inclusions,islamic finances,4
financial inclusions,comparative analyzes,6
financial inclusions,real- time,4
financial inclusions,adaptive boosting,3
financial inclusions,predictive analytics,6
financial inclusions,digital financial services (dfs),3
financial inclusions,e-wallet,4
financial inclusions,credit risks,3
financial inclusions,micro-enterprises,5
financial inclusions,risks assessments,5
financial inclusions,data driven,3
financial inclusions,digital banking,5
financial inclusions,digitisation,4
financial inclusions,finance industries,3
financial inclusions,decentralized systems,3
financial inclusions,digital age,4
financial inclusions,cryptography,3
financial inclusions,emerging technologies,4
financial inclusions,security challenges,4
financial inclusions,research papers,3
financial inclusions,machine learning approaches,3
financial inclusions,decision trees,3
financial inclusions,mobile security,7
financial inclusions,malaysia,5
financial inclusions,transaction cost,5
financial inclusions,application programs,3
financial inclusions,sustainable growth,3
financial inclusions,users' satisfactions,3
financial inclusions,efficiency,3
financial inclusions,authentication,3
financial inclusions,bibliometric,3
financial inclusions,branchless banking,4
financial inclusions,urban growth,3
financial inclusions,mobile applications,3
financial inclusions,human engineering,5
financial inclusions,peer to peer networks,4
financial inclusions,peer to peer (p2p),3
financial inclusions,mobile computing,3
financial inclusions,financial technologies,3
financial inclusions,government supports,3
financial inclusions,algorithmics,3
financial inclusions,social media,4
financial inclusions,service access,3
financial inclusions,international trade,3
ecosystems,financial system,4
ecosystems,electronic money,8
ecosystems,developing countries,6
ecosystems,financial inclusion,8
ecosystems,data privacy,4
ecosystems,investments,5
ecosystems,block-chain,9
ecosystems,blockchain,8
ecosystems,information systems,6
ecosystems,global system for mobile communications,4
ecosystems,mobile payment,5
ecosystems,decentralised,6
ecosystems,smart contract,3
ecosystems,financial technology,3
ecosystems,sustainable development,3
ecosystems,mobile money,4
ecosystems,financial service,5
ecosystems,regulatory compliance,3
ecosystems,artificial intelligence,4
money transfers,electronic money,4
money transfers,mobile payment,4
money transfers,mobile money,3
money transfers,cryptocurrency,3
money transfers,global system for mobile communications,3
money transfers,crime,3
financial system,electronic money,20
financial system,sub-saharan africa,10
financial system,decentralised,12
financial system,public policy,7
financial system,block-chain,21
financial system,decentralized systems,3
financial system,central bank,10
financial system,competition,4
financial system,defi,4
financial system,blockchain,19
financial system,literacy,22
financial system,income,5
financial system,financial inclusion,130
financial system,tanzania,5
financial system,financial market,38
financial system,household income,8
financial system,economic growth,17
financial system,economic activity,6
financial system,policy approach,6
financial system,small and medium-sized enterprise,15
financial system,financial institutions,3
financial system,financial services,60
financial system,credit provision,39
financial system,insurance system,5
financial system,principal component analysis,3
financial system,digital finance,9
financial system,china,18
financial system,digitization,9
financial system,heterogeneity,5
financial system,vulnerability,10
financial system,household survey,9
financial system,digital financial inclusion,5
financial system,poverty alleviation,13
financial system,governance approach,12
financial system,risk assessment,9
financial system,regulatory framework,4
financial system,financial stability,6
financial system,lending behavior,26
financial system,industrial investment,9
financial system,policy making,11
financial system,gross domestic product,3
financial system,performance assessment,5
financial system,regression analysis,10
financial system,sdgs,4
financial system,stakeholder,4
financial system,artificial intelligence,11
financial system,sustainable development goal,8
financial system,environmental economics,7
financial system,sustainable finance,4
financial system,world bank,5
financial system,microfinance,48
financial system,income distribution,7
financial system,conceptual framework,3
financial system,saving,4
financial system,financial provision,9
financial system,capital market,4
financial system,estimation method,9
financial system,philippines,3
financial system,employment,4
financial system,gender role,5
financial system,index,3
financial system,development strategy,3
financial system,low income population,3
financial system,developing world,33
financial system,socioeconomic conditions,8
financial system,empowerment,7
financial system,economic development,34
financial system,womens status,6
financial system,gender issue,3
financial system,social inclusion,11
financial system,digital financial services,4
financial system,financial technology,3
financial system,investment,12
financial system,savings,15
financial system,sustainable development,21
financial system,financial policy,14
financial system,financial regulation,3
financial system,income inequality,4
financial system,sustainability,21
financial system,inclusive finance,8
financial system,empirical analysis,12
financial system,innovation,22
financial system,panel data,10
financial system,digital technologies,3
financial system,marginalization,4
financial system,informal finance,4
financial system,south africa,6
financial system,blockchain technology,6
financial system,financial service,21
financial system,sustainable development goals,7
financial system,mobile money,25
financial system,consumer protection,3
financial system,bangladesh,6
financial system,africa,17
financial system,central bank digital currency,4
financial system,monetary policy,8
financial system,cbdc,3
financial system,digital economy,3
financial system,bibliometric analysis,4
financial system,digitalization,3
financial system,electronic commerce,11
financial system,financial transactions,4
financial system,access to finance,6
financial system,corporate strategy,3
financial system,debt,8
financial system,capital,3
financial system,future prospect,6
financial system,financial knowledge,4
financial system,research work,5
financial system,india,25
financial system,financial well-being,3
financial system,energy use,5
financial system,financial development,10
financial system,econometrics,7
financial system,pakistan,7
financial system,national economy,3
financial system,technology,6
financial system,government,4
financial system,natural resource,3
financial system,technology adoption,18
financial system,financial access,5
financial system,institutional framework,13
financial system,uganda,8
financial system,migrants remittance,3
financial system,nigeria,5
financial system,remittance,10
financial system,capital flow,3
financial system,internet,3
financial system,mobile banking,6
financial system,educational development,5
financial system,least squares method,3
financial system,banking services,3
financial system,mobile phone,6
financial system,transparency,3
financial system,financial products,4
financial system,experimental study,3
financial system,alternative energy,3
financial system,entrepreneurship,3
financial system,entrepreneur,10
financial system,capitalism,4
financial system,accessibility,19
financial system,database,3
financial system,consumption behavior,10
financial system,rural finance,6
financial system,credit,7
financial system,model test,3
financial system,rural area,7
financial system,theoretical study,4
financial system,mexico [north america],6
financial system,inflation,4
financial system,policy analysis,3
financial system,informal sector,7
financial system,sme lending,3
financial system,peru,3
financial system,information and communication technology,6
financial system,mobile communication,11
financial system,social exclusion,3
financial system,rural economy,5
financial system,economic impact,6
financial system,regional economy,4
financial system,europe,5
financial system,developing countries,9
financial system,financial inclusion index,5
financial system,quantile regression,3
financial system,environmental impact,3
financial system,policy makers,4
financial system,financial innovation,5
financial system,investments,5
financial system,emerging economies,5
financial system,telecommunication,4
financial system,mobile payment,4
financial system,propensity score matching,4
financial system,macroeconomics,7
financial system,technological development,5
financial system,microcredit,3
financial system,efficiency measurement,4
financial system,data set,4
financial system,financial constraints,3
financial system,inclusions,3
financial system,quantitative analysis,3
financial system,strategic approach,6
financial system,mobile telecommunication systems,3
financial system,remittances,8
financial system,el salvador [central america],3
financial system,smallholder,3
financial system,numerical model,3
financial system,gender disparity,3
financial system,transaction cost,3
financial system,modeling,3
financial system,perception,5
financial system,interest rate,3
financial system,competition (economics),3
financial system,ghana,5
financial system,asia,5
financial system,profitability,6
financial system,indonesia,6
financial system,agricultural finance,3
financial system,industrial development,3
financial system,questionnaire survey,3
financial system,inclusion,3
financial system,financialization,3
financial system,market development,3
financial system,rural development,4
financial system,young population,3
financial system,youth,3
financial system,financial attitude,4
financial system,probability,3
financial system,migration,3
financial system,international trade,4
financial system,microenterprise,3
financial system,literature review,8
financial system,quality of life,3
financial system,stock market,3
financial system,smart contracts,4
financial system,data privacy,3
financial system,credit scoring,4
financial system,security,3
financial system,smart contract,4
financial system,security challenges,3
financial system,financial sectors,3
financial system,banks,3
financial system,latin america,3
financial system,currency,3
financial system,business,3
financial system,covid-19,3
financial system,spain,3
financial system,economic policy,3
financial system,financial sustainability,3
electronic money,sub-saharan africa,14
electronic money,mobile bankings,10
electronic money,sustainable development goals,3
electronic money,financial innovation,5
electronic money,environmental technology,3
electronic money,sustainable development,10
electronic money,blockchain,32
electronic money,financial inclusion,89
electronic money,technological innovation,5
electronic money,digital finance,5
electronic money,block-chain,26
electronic money,financial transactions,10
electronic money,cameroon,5
electronic money,mobile money,58
electronic money,information use,14
electronic money,information systems,20
electronic money,developing countries,33
electronic money,india,7
electronic money,ethnography,3
electronic money,digital wallets,6
electronic money,global system for mobile communications,51
electronic money,mobile payments,14
electronic money,mobile telecommunication systems,9
electronic money,service provider,6
electronic money,secondary datum,3
electronic money,mobile banking,5
electronic money,diffusion,6
electronic money,digital payments,7
electronic money,banking systems,4
electronic money,m-pesa,4
electronic money,rural areas,7
electronic money,mobile payment,52
electronic money,least squares approximations,7
electronic money,partial least square (pls),4
electronic money,mobile wallet,7
electronic money,adoption,6
electronic money,empirical studies,4
electronic money,structural equation modeling,4
electronic money,emerging economies,6
electronic money,nigeria,8
electronic money,central bank digital currency,11
electronic money,cbdc,5
electronic money,central bank,18
electronic money,financial service,45
electronic money,population statistics,8
electronic money,inclusive finances,4
electronic money,vulnerability,3
electronic money,learning systems,6
electronic money,sub-saharan,3
electronic money,south africa,4
electronic money,blockchain technology,5
electronic money,mobile financial services,3
electronic money,cryptocurrencies,3
electronic money,decentralised,11
electronic money,financial markets,4
electronic money,cryptocurrency,7
electronic money,investments,13
electronic money,digital currencies,3
electronic money,security,6
electronic money,payment services,8
electronic money,payment systems,19
electronic money,risk assessment,4
electronic money,e-payments,6
electronic money,digital payment,6
electronic money,interoperability,6
electronic money,comparative analyzes,3
electronic money,regulation,3
electronic money,public policy,15
electronic money,cyber security,4
electronic money,cybersecurity,7
electronic money,laundering,3
electronic money,electronic commerce,3
electronic money,literature reviews,3
electronic money,mobile agents,10
electronic money,developing economies,7
electronic money,electronic payment,4
electronic money,innovation,8
electronic money,peer to peer networks,3
electronic money,e- commerces,3
electronic money,mobile commerce,10
electronic money,digital currency,6
electronic money,smart phones,7
electronic money,distributed computer systems,4
electronic money,regulatory frameworks,3
electronic money,data privacy,8
electronic money,'current,4
electronic money,emerging markets,5
electronic money,regulatory framework,3
electronic money,digital transformation,5
electronic money,technology adoption,11
electronic money,information management,7
electronic money,financial technology,9
electronic money,low incomes,3
electronic money,unified payment interface,3
electronic money,real- time,3
electronic money,unified payments interface,3
electronic money,digital technologies,5
electronic money,economic empowerment,3
electronic money,microfinance,3
electronic money,financial services providers,3
electronic money,machine-learning,7
electronic money,machine learning,10
electronic money,data analytics,4
electronic money,agriculture,3
electronic money,environmental sustainability,3
electronic money,logistic regression,5
electronic money,sales,11
electronic money,digital literacies,3
electronic money,cost effectiveness,7
electronic money,privacy,3
electronic money,big data,3
electronic money,inclusions,7
electronic money,digital financial inclusion,4
electronic money,economic growths,5
electronic money,digital payment system,4
electronic money,economic development,4
electronic money,digital payment systems,3
electronic money,smartphones,4
electronic money,authentication,4
electronic money,financial industry,6
electronic money,competition,3
electronic money,paper analysis,3
electronic money,efficiency,4
electronic money,mobile technology,6
electronic money,china,3
electronic money,ict4d,3
electronic money,costs,3
electronic money,financial sectors,6
electronic money,unbanked,6
electronic money,financial services,14
electronic money,surveys,8
electronic money,africa,5
electronic money,mobile phones,7
electronic money,quantile regression,4
electronic money,cellular telephones,9
electronic money,consumer behavior,7
electronic money,credit cards,3
electronic money,payment methods,3
electronic money,electronic trading,3
electronic money,mobile phone,7
electronic money,money services,14
electronic money,technology diffusion,4
electronic money,inclusive innovation,4
electronic money,telecommunication,3
electronic money,regression analysis,10
electronic money,tobit regression,3
electronic money,developing world,6
electronic money,mobile communication,3
electronic money,financial market,5
electronic money,crime,6
electronic money,technological development,3
electronic money,propensity score matching,3
electronic money,technology adoption models,3
electronic money,policy makers,3
electronic money,empirical analysis,4
electronic money,women,3
electronic money,performance,5
electronic money,access to finance,3
electronic money,mobile payment system,5
electronic money,policy implications,5
electronic money,smart contract,6
electronic money,inflation,7
electronic money,intention to use,4
electronic money,social inclusion,3
electronic money,mobile network operators,5
electronic money,deposits,4
electronic money,pakistan,3
electronic money,digital platforms,5
electronic money,mpayment,5
electronic money,ictd,4
electronic money,online systems,3
electronic money,low income countries,5
electronic money,digital financial services,4
electronic money,middle-income countries,3
electronic money,technology,3
electronic money,financial managements,3
electronic money,cross-border,6
electronic money,artificial intelligence,8
electronic money,technology acceptance model (tam),3
electronic money,social networking (online),5
electronic money,mobile security,9
electronic money,point of sale,3
electronic money,fraud,3
electronic money,telephone sets,4
electronic money,indonesia,3
electronic money,e-wallet,3
electronic money,internet of things,3
electronic money,distributed ledger,5
electronic money,international trade,4
electronic money,behavioral intention,4
electronic money,near field communication,3
electronic money,perceived ease of use,3
electronic money,regulatory compliance,7
electronic money,e-payment,3
electronic money,digital age,3
electronic money,case-studies,4
electronic money,smart contracts,5
electronic money,stablecoin,3
electronic money,financial institution,3
electronic money,predictive models,3
electronic money,human computer interaction,4
electronic money,government supports,3
electronic money,financial products,3
electronic money,mobile money services,5
electronic money,government data processing,4
electronic money,social media,3
sub-saharan africa,microfinance,15
sub-saharan africa,credit provision,4
sub-saharan africa,vulnerability,3
sub-saharan africa,innovation,7
sub-saharan africa,financial policy,4
sub-saharan africa,mobile money,27
sub-saharan africa,social inclusion,3
sub-saharan africa,empowerment,5
sub-saharan africa,account ownership,3
sub-saharan africa,financial services,15
sub-saharan africa,financial inclusion,59
sub-saharan africa,economic growth,8
sub-saharan africa,financial access,8
sub-saharan africa,remittances,9
sub-saharan africa,sustainable development,7
sub-saharan africa,migrants remittance,3
sub-saharan africa,developing world,6
sub-saharan africa,remittance,3
sub-saharan africa,literacy,4
sub-saharan africa,africa,13
sub-saharan africa,gender equality,3
sub-saharan africa,technology,6
sub-saharan africa,migration,4
sub-saharan africa,financial development,6
sub-saharan africa,digital financial inclusion,6
sub-saharan africa,digital technologies,3
sub-saharan africa,covid-19,3
sub-saharan africa,mobile agents,4
sub-saharan africa,savings,6
sub-saharan africa,financial management,3
sub-saharan africa,human immunodeficiency virus infection,3
sub-saharan africa,uganda,7
sub-saharan africa,human immunodeficiency virus infected patient,3
sub-saharan africa,e-wallet program,5
sub-saharan africa,ict,4
sub-saharan africa,participation,4
sub-saharan africa,corruption,3
sub-saharan africa,investment,4
sub-saharan africa,knowledge,3
sub-saharan africa,information,3
sub-saharan africa,diffusion,3
sub-saharan africa,mobile phones,6
sub-saharan africa,inequality,11
sub-saharan africa,public policy,5
sub-saharan africa,g20,3
sub-saharan africa,income inequality,3
sub-saharan africa,quantile regression,3
sub-saharan africa,sub-saharan,4
sub-saharan africa,panel-data,3
sub-saharan africa,economic-growth,3
sub-saharan africa,impact,5
sub-saharan africa,mobile banking,3
sub-saharan africa,accessibility,3
sub-saharan africa,technology adoption,3
sub-saharan africa,internet,3
sub-saharan africa,mobile phone,10
sub-saharan africa,food security,3
sub-saharan africa,south africa,4
sub-saharan africa,money services,4
sub-saharan africa,regression analysis,3
sub-saharan africa,growth,5
sub-saharan africa,emerging economies,4
sub-saharan africa,nigeria,5
sub-saharan africa,mobile payment,3
sub-saharan africa,employment,3
sub-saharan africa,women,4
sub-saharan africa,health services,3
sub-saharan africa,developing countries,3
sub-saharan africa,mobile telecommunication systems,3
sub-saharan africa,economic impact,3
sub-saharan africa,systematic review,3
sub-saharan africa,poverty alleviation,3
sub-saharan africa,access to finance,4
sub-saharan africa,determinants,3
sub-saharan africa,mobile money services,3
sub-saharan africa,corporate social responsibility,3
sub-saharan africa,principal component analysis,3
sub-saharan africa,econometrics,3
service industry,financial markets,3
service industry,financial service,5
service industry,investments,3
service industry,financial industry,3
service industry,artificial intelligence,3
service industry,financial innovation,3
service industry,financial inclusion,3
service industry,sustainable development,3
digital identity,identity,4
digital identity,privacy,4
digital identity,financial inclusion,4
digital identity,blockchain,6
digital identity,block-chain,4
digital identity,electronic document identification systems,7
digital identity,biometrics,3
digital identity,authentication,4
financial markets,financial service,8
financial markets,'current,3
financial markets,investments,16
financial markets,decentralised,6
financial markets,block-chain,11
financial markets,central bank,3
financial markets,blockchain,8
financial markets,financial sectors,5
financial markets,risk management,3
financial markets,laws and legislation,4
financial markets,artificial intelligence,4
financial markets,financial inclusion,9
financial markets,electronic trading,4
financial markets,sales,3
financial markets,microfinance,3
financial markets,machine-learning,3
financial markets,information management,3
financial markets,mobile technology,3
financial service,'current,8
financial service,investments,17
financial service,banking and finance,3
financial service,socio-economics,4
financial service,financial services,21
financial service,digital technologies,8
financial service,decentralisation,4
financial service,mobile payment,10
financial service,digitalization,6
financial service,rural areas,9
financial service,digital infrastructures,3
financial service,case-studies,5
financial service,agriculture,4
financial service,population statistics,12
financial service,economic empowerment,5
financial service,sustainable development goals,7
financial service,logistic regression,5
financial service,digital financial inclusion,7
financial service,sustainable development,18
financial service,information use,12
financial service,electronic commerce,3
financial service,financial inclusion,75
financial service,machine learning,5
financial service,developing countries,23
financial service,information management,8
financial service,world bank,4
financial service,financial tools,4
financial service,banking services,8
financial service,internet of things,6
financial service,mobile money,17
financial service,global system for mobile communications,6
financial service,inclusive finances,7
financial service,mobile bankings,16
financial service,data mining,4
financial service,cost effectiveness,4
financial service,crime,6
financial service,artificial intelligence,23
financial service,fraud detection,5
financial service,financial institution,16
financial service,mobile banking,9
financial service,financial technology,9
financial service,financial sectors,11
financial service,risk management,6
financial service,block-chain,38
financial service,money management,3
financial service,learning systems,8
financial service,microfinance,18
financial service,inclusion index,3
financial service,deposits,3
financial service,blockchain,31
financial service,blockchain technology,6
financial service,mobile financial services,4
financial service,mobile financial service,4
financial service,financial industry,3
financial service,laws and legislation,3
financial service,digital transformation,8
financial service,economic growths,10
financial service,regulation,3
financial service,digital financial service,13
financial service,cyber security,5
financial service,digital financial services,13
financial service,cybersecurity,7
financial service,information systems,12
financial service,credit scoring,3
financial service,financial products,10
financial service,distributed computer systems,5
financial service,banking industry,3
financial service,social networking (online),3
financial service,big data,3
financial service,economic development,8
financial service,developing world,5
financial service,cellular telephone systems,3
financial service,telecommunication equipment,3
financial service,decentralised,8
financial service,regulatory frameworks,3
financial service,data privacy,4
financial service,operational efficiencies,3
financial service,emerging markets,4
financial service,electronic trading,3
financial service,digital divide,3
financial service,bangladesh,6
financial service,digital payment,4
financial service,sales,6
financial service,digital finance,4
financial service,digital payments,3
financial service,nigeria,5
financial service,machine-learning,6
financial service,surveys,5
financial service,cellular telephones,3
financial service,mobile technology,4
financial service,product and services,3
financial service,public policy,6
financial service,payment services,3
financial service,poverty alleviation,3
financial service,supply chains,5
financial service,policy makers,4
financial service,performance,3
financial service,information and communication technologies,3
financial service,low income countries,6
financial service,digital services,3
financial service,inclusions,8
financial service,mobile telecommunication systems,4
financial service,pakistan,6
financial service,india,3
financial service,payment systems,6
financial service,security,3
financial service,cloud-computing,3
financial service,financial transactions,4
financial service,women,4
financial service,woman,3
financial service,systematic literature review,4
financial service,banking systems,6
financial service,financial managements,4
financial service,technology,4
financial service,e-learning,3
financial service,digital wallets,3
financial service,business models,4
financial service,costs,6
financial service,smart contract,7
financial service,metadata,3
financial service,data analytics,4
financial service,ai,3
financial service,customer experience,3
financial service,smart contracts,4
financial service,real- time,4
financial service,network security,3
financial service,developing economies,4
financial service,digital financial services (dfs),3
financial service,digital banking,3
financial service,low incomes,3
financial service,financial innovation,3
financial service,security challenges,4
financial service,risk assessment,4
financial service,decision trees,3
financial service,decisions makings,3
financial service,peer to peer networks,3
financial service,digital literacies,3
financial service,insurance,3
financial service,comparative analyzes,3
financial service,regulatory compliance,5
financial service,smartphones,7
financial service,quality of life,4
financial service,industry 4.0,3
financial service,ictd,4
financial service,branchless bankings,4
financial service,mobile security,5
financial service,financial stability,3
financial service,comprehensive analysis,3
financial service,service access,3
'current,investments,3
'current,sustainable development,3
'current,block-chain,9
'current,blockchain,7
'current,financial inclusion,10
'current,financial technology,3
'current,bibliometrics analysis,5
'current,systematic literature review,3
'current,mobile bankings,3
'current,financial products,3
'current,india,3
'current,artificial intelligence,4
'current,machine-learning,3
'current,machine learning,3
investments,household finance,3
investments,financial technology,4
investments,financial planning,4
investments,financial decisions,3
investments,students,3
investments,financial institution,4
investments,digitalization,3
investments,budget control,3
investments,electronic trading,4
investments,data analytics,3
investments,artificial intelligence,13
investments,financial innovation,5
investments,financial inclusion,20
investments,savings,3
investments,income,3
investments,regression analysis,5
investments,decentralised,8
investments,central bank digital currency,3
investments,disruption,3
investments,cryptocurrency,7
investments,central bank,5
investments,block-chain,25
investments,sustainable development goals,5
investments,foreign direct investments,3
investments,inflation,6
investments,economic development,10
investments,sustainable development,19
investments,economic growths,6
investments,blockchain technology,3
investments,blockchain,20
investments,smart contract,6
investments,financial sectors,5
investments,sales,5
investments,microfinance,7
investments,banking industry,3
investments,financial market,3
investments,business models,3
investments,consumer protection,3
investments,learning systems,4
investments,sustainability,3
investments,innovation,4
investments,information use,6
investments,machine-learning,7
investments,information management,6
investments,information systems,8
investments,big data,3
investments,data privacy,3
investments,digital finance,3
investments,population statistics,3
investments,technological advancement,3
investments,machine learning,4
investments,regulatory compliance,4
investments,credit scoring,3
investments,fraud detection,4
investments,ethical technology,3
investments,crime,4
investments,carbon dioxide,4
investments,renewable energy,3
investments,australia,3
investments,investment,12
investments,fdi,3
investments,green development,4
investments,technological innovation,6
investments,inclusion index,3
investments,inclusive finances,5
investments,risk assessment,5
investments,risk management,5
investments,climate change,3
investments,foreign direct investment,3
investments,method of moments,5
investments,alternative energy,3
investments,indonesia,3
investments,economic growth,4
investments,china,5
investments,energy policy,5
investments,public policy,3
investments,network security,3
investments,financial products,3
investments,financial modeling,3
investments,digital transformation,4
investments,mobile payment,3
investments,financial investments,3
investments,electronic commerce,4
investments,decisions makings,4
investments,case-studies,3
investments,tokenization,3
investments,smart contracts,3
investments,digital inclusive finance,4
investments,developing countries,3
investments,consumer behavior,4
investments,e- commerces,3
investments,green economy,3
investments,social impact,3
investments,algorithmics,3
investments,government supports,3
investments,global system for mobile communications,3
socio-economics,financial inclusion,4
socio-economics,socio-economic factor,3
mobile money transfer,financial inclusion,3
financial services,digital finance,9
financial services,mobile banking,15
financial services,digitalization,9
financial services,rural areas,4
financial services,population statistics,4
financial services,sustainability,9
financial services,human development index,5
financial services,south asia,4
financial services,macroeconomics,3
financial services,economic development,20
financial services,financial inclusion,185
financial services,public sector,4
financial services,financial market,33
financial services,economic growth,21
financial services,west africa,3
financial services,saving,5
financial services,governance approach,6
financial services,financial provision,7
financial services,small and medium-sized enterprise,7
financial services,smes,3
financial services,financial institutions,5
financial services,credit provision,19
financial services,index of financial inclusion,3
financial services,development,5
financial services,nigeria,8
financial services,literacy,19
financial services,savings behavior,3
financial services,accessibility,19
financial services,financial access,10
financial services,income,6
financial services,microfinance,46
financial services,informal sector,9
financial services,rural finance,9
financial services,zimbabwe,3
financial services,lending behavior,9
financial services,philippines,3
financial services,regression analysis,12
financial services,women,4
financial services,empowerment,12
financial services,egypt,3
financial services,social inclusion,20
financial services,mobile money,35
financial services,ghana,12
financial services,monetary policy,4
financial services,digital financial inclusion,11
financial services,digitization,12
financial services,technology adoption,16
financial services,covid-19,8
financial services,developing world,31
financial services,peru,4
financial services,trust,3
financial services,information technology,4
financial services,online banking,3
financial services,remittances,8
financial services,sustainable development goal,7
financial services,sustainable development,20
financial services,migrants remittance,8
financial services,empirical analysis,8
financial services,innovation,20
financial services,panel data,7
financial services,jordan,4
financial services,poverty alleviation,16
financial services,regulatory framework,5
financial services,africa,13
financial services,unbanked,7
financial services,financial institution,6
financial services,banking services,5
financial services,digital transformation,5
financial services,entrepreneur,8
financial services,banking industry,3
financial services,blockchain,9
financial services,artificial intelligence,5
financial services,block-chain,5
financial services,access to finance,9
financial services,gender disparity,5
financial services,developing countries,11
financial services,financial sectors,3
financial services,adoption,5
financial services,colombia,3
financial services,financial well-being,4
financial services,mexico [north america],4
financial services,investment,11
financial services,electronic commerce,7
financial services,household survey,6
financial services,vulnerability,6
financial services,inclusive growth,4
financial services,financial resilience,3
financial services,india,27
financial services,social capital,5
financial services,principal component analysis,9
financial services,digital literacy,3
financial services,outreach,3
financial services,microcredit,3
financial services,data envelopment analysis,3
financial services,policy making,9
financial services,china,17
financial services,rural area,9
financial services,livelihood,3
financial services,institutional framework,9
financial services,transaction cost,3
financial services,ethiopia,3
financial services,internet,5
financial services,entrepreneurship,3
financial services,sustainable development goals,3
financial services,gmm,5
financial services,human capital,3
financial services,educational development,3
financial services,carbon emission,3
financial services,consumption behavior,17
financial services,energy use,3
financial services,asia,3
financial services,mapping,3
financial services,bangladesh,4
financial services,inequality,3
financial services,transparency,4
financial services,environmental impact,3
financial services,digital inclusive finance,8
financial services,inclusive finances,3
financial services,mobile phone,15
financial services,mobile payments,5
financial services,public policy,6
financial services,mobile payment,5
financial services,tanzania,6
financial services,database,5
financial services,savings,12
financial services,cost analysis,3
financial services,ownership,3
financial services,digital payment,4
financial services,comparative study,4
financial services,risk assessment,6
financial services,womens status,3
financial services,risk,3
financial services,mobile agents,3
financial services,market development,3
financial services,econometrics,3
financial services,technological development,3
financial services,future prospect,3
financial services,financial policy,10
financial services,financial development,4
financial services,qualitative research,3
financial services,advanced technology,3
financial services,information and communication technology,6
financial services,mobile financial services,4
financial services,remittance,8
financial services,household income,9
financial services,mobile communication,9
financial services,uganda,13
financial services,systematic review,3
financial services,literature review,4
financial services,socioeconomic impact,3
financial services,latin america,4
financial services,conceptual framework,5
financial services,south africa,6
financial services,perception,6
financial services,model,4
financial services,services,3
financial services,inclusion,3
financial services,technology,9
financial services,refugee,3
financial services,policy approach,4
financial services,digital financial services,4
financial services,middle east,3
financial services,performance assessment,3
financial services,financial knowledge,4
financial services,unemployment,3
financial services,income distribution,6
financial services,quality of life,3
financial services,gender gap,3
financial services,migration,5
financial services,corporate social responsibility,3
financial services,"business, management and accounting",3
financial services,digital payments,5
financial services,personal finance,3
financial services,usage,5
financial services,knowledge,3
financial services,low income population,4
financial services,strategic approach,3
financial services,economic impact,3
financial services,profitability,4
financial services,demography,4
financial services,least squares method,3
financial services,customer experience,4
financial services,financial innovation,3
financial services,young population,3
financial services,private sector,3
financial services,business,4
financial services,income inequality,3
financial services,impact,4
financial services,financial behavior,3
financial services,survey method,3
financial services,insurance system,4
financial services,access,5
financial services,determinants,3
financial services,smart city,3
financial services,government,4
financial services,banks,3
m-banking,financial inclusion,4
digital technologies,mobile payment,3
digital technologies,blockchain,6
digital technologies,block-chain,3
digital technologies,financial inclusion,7
digital technologies,bangladesh,3
digital technologies,information use,3
digital technologies,digitalization,3
digital technologies,digital financial inclusion,3
digital technologies,artificial intelligence,3
digital technologies,sustainable development,3
centralised,financial transactions,3
centralised,blockchain,4
centralised,block-chain,4
centralised,decentralised,3
decentralisation,blockchain,12
decentralisation,decentralization,7
decentralisation,financial inclusion,3
decentralisation,decentralised,7
decentralisation,block-chain,11
decentralisation,decentralized systems,3
decentralisation,information management,3
decentralisation,interoperability,4
decentralisation,smart contract,3
decentralisation,smart contracts,3
mobile payment,mobile bankings,3
mobile payment,global system for mobile communications,45
